Название раздела,Название товара,Изображение,Артикул,Описание,Производитель
Бутыли,"Бутыль для реактивов, прозрачная, с притертой пробкой, градуирована 86х177 мм горл. 24/29  500 мл.",https://himbio.ru/upload/resize_cache/webp/iblock/bce/bce16ec2ed9eafa721cf89e78f25748b.webp,1500024,"– Соответствуют IS 1388 (Часть II), ISO / DIN 4796 (Часть II)
– Эти узкие горлышка бутылей для хранения реактивов имеют прочное основание горлышка
– Все бутыли оснащены стойким матовым покрытым эмалью окном для маркировки
– Эти бутыли механически прочные и химически стойкие
– Поставляются с цельностеклянной пробкой",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бутыли,"Бутыль для реактивов, квадратная, винтовая крышка, градуирована 94х94х141 мм горл. GL80  500 мл.",https://himbio.ru/upload/resize_cache/webp/upload/iblock/3fc/3fc820919fd547e8b8fa856f76d41801.webp,1506024,"– Производится из боросиликатного стекла длс лучшей химической и термической стойкости
– Широкая горловина (80 мм) и специальная конструкция резьбы предназначены для лёгкого пересыпания порошков и гранул и переливания жидкостей
– Большая площадь основания обеспечивает устойчивость
– Гладкая поверхность обеспечивает лёгкую очистку
– Имеется покрытое эмалью окно для маркировки",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бутыли,"Бутыль, относит.плотн, с капиллярным отверст., с взаимозам. тефл.пробк. 49 x 65 мм пробка 10/15 50мл",https://himbio.ru/upload/resize_cache/webp/upload/iblock/67f/67f677917a1988b83445196e5e9734cd.webp,1624012,"Эти бутыли механически прочные и химически стойкие
• Все размеры оснащены стойким,матовым, покрытым эмалью окном для маркировки
• Поставляется с паспортом предприятеля - изготовителя",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бутыли,"Бутыль для реактивов, прозрачная, с притертой пробкой, градуирована 70х145 мм горл. 19/26   250 мл.",https://himbio.ru/upload/resize_cache/webp/iblock/735/735aa38b5128574d9953bdb1646d6cd0.webp,1500021,"– Соответствуют IS 1388 (Часть II), ISO / DIN 4796 (Часть II)
– Эти узкие горлышка бутылей для хранения реактивов имеют прочное основание горлышка
– Все бутыли оснащены стойким матовым покрытым эмалью окном для маркировки
– Эти бутыли механически прочные и химически стойкие
– Поставляются с цельностеклянной пробкой",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бутыли,"Бутыль для реактивов, янтарного цвета, с притертой пробкой, градуир. 86х177 мм пробка 24/29  500 мл.",https://himbio.ru/upload/resize_cache/webp/upload/iblock/9ff/9ff183ded5dfa37237fee491ef649e51.webp,1509024,"– Соответствуют IS 1388 (Часть II), ISO / DIN 4796 (Часть II)
– Широкие горлышки бутылей для хранения реактивов прочные и не дают сколов
– Все бутыли оснащены стойким, матовым, покрытым эмалью окном для маркировки
– Механически прочные и химически стойкие
– Равномерная янтарная окраска
– Свойства бутыли остаются неизменным на всём периоде эксплуатации
– Защищает вещества от светового излучения с длиной волны от 300 нм до 500 нм
– Идеально подходит для использования светочувствительных веществ и для их долгосрочного хранения
– Поставляются со стеклянной пробкой",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бутыли,"Бутыль, относит. плотн., с капиллярным отверст., взаимозамен. пробк.  38х55 мм пробка 10/15  25 мл.",https://himbio.ru/upload/resize_cache/webp/iblock/eab/eab58501b719c9b8bc346b3f3f52fbdf.webp,1625009,"– Соответствуют IS 5711, ISO / DIN 3507
– Эти бутыли механически прочные и химически стойкие
– Все бутыли оснащены стойким, матовым, покрытым эмалью окном для маркировки",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бутыли,"Бутыль, для взвешивания, с взаимозаменяемой пробкой 60 x 40мм 40 мл",https://himbio.ru/upload/resize_cache/webp/iblock/a42/a4208fe2b07b38195b0eb613a8a63ba7.webp,1630011,"– Соответствуют IS 1574
– Эти бутыли механически прочные и химически стойкие
– Все размеры оснащены стойким матовым, покрытым эмалью окном для маркировки",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
,,,,,
Бутыли,"Бутыль для реактивов, квадратная, винтовая крышка, градуирована 115х115х260 мм горл. GL80  2000 мл",https://himbio.ru/upload/resize_cache/webp/iblock/39e/39ee8d390b27978fc3158baf38d36765.webp,1506030,"– Производится из боросиликатного стекла длс лучшей химической и термической стойкости
– Широкая горловина (80 мм) и специальная конструкция резьбы предназначены для лёгкого пересыпания порошков и гранул и переливания жидкостей
– Большая площадь основания обеспечивает устойчивость
– Гладкая поверхность обеспечивает лёгкую очистку
– Имеется покрытое эмалью окно для маркировки",БОРОСИЛ ГЛАСС ВОРКС ЛИМИТЕД
